Indicador,Gasto de consumo: total,Gasto de consumo: hogares,Gasto de consumo: gobierno y ISFLH,Formación bruta de capital,Formación bruta de capital: fijo,Variación de existencias,Exportaciones de bienes y servicios,Importaciones de bienes y servicios,Producto bruto interno
Área,Actividad económica,Actividad económica,Actividad económica,Actividad económica,Actividad económica,Actividad económica,Actividad económica,Actividad económica,Actividad económica
Frecuencia,Q-DEC,Q-DEC,Q-DEC,Q-DEC,Q-DEC,Q-DEC,Q-DEC,Q-DEC,Q-DEC
Moneda,UYU,UYU,UYU,UYU,UYU,UYU,UYU,UYU,UYU
Inf. adj.,Const. 2016,Const. 2016,Const. 2016,Const. 2016,Const. 2016,Const. 2016,Const. 2016,Const. 2016,Const. 2016
Unidad,Millones,Millones,Millones,Millones,Millones,Millones,Millones,Millones,Millones
Seas. Adj.,NSA,NSA,NSA,NSA,NSA,NSA,NSA,NSA,NSA
Tipo,Flujo,Flujo,Flujo,Flujo,Flujo,Flujo,Flujo,Flujo,Flujo
Acum. períodos,1,1,1,1,1,1,1,1,1
2016-03-31,332507.55336735514,264595.35511454934,67912.1982528058,62797.435510233794,57835.21376692104,4962.221743312752,118437.69025313464,87758.50110752728,425984.1780231963
2016-06-30,327430.2202905299,259719.26060420388,67710.95968632602,78859.06425336261,71909.69108445119,6949.373168911421,120701.23203208901,96992.67506644179,429997.8415095397
2016-09-30,331968.2643660615,262785.8258952176,69182.4384708439,61125.66906262623,71674.76767672211,-10549.098614095885,115139.36699604752,93547.77646376018,414685.52396097506
2016-12-31,341049.0560257574,270196.8262124575,70852.22981329991,98557.65681963919,92194.74640453437,6362.910415104823,111062.63273214748,94930.63467400384,455738.71090354025
2017-03-31,344319.7964914689,274510.97193432605,69808.82455714287,71428.18693127911,67496.08155392174,3932.105377357366,124303.36629059052,96224.05127569515,443827.29843764345
2017-06-30,339307.5161183937,270731.4997039236,68576.0164144701,76389.05353394218,73514.3788653322,2874.6746686099796,124016.12876146586,99835.47088600537,439877.22752779635
2017-09-30,341642.6929780347,272451.7972822309,69190.89569580377,54729.16031840601,67275.46783226532,-12546.307513859312,122324.66710908589,98542.19842983279,420154.32197569386
2017-12-31,349687.0355376827,278130.94840189687,71556.08713578581,88276.45347674102,86421.72629916812,1854.7271775729023,117721.07534541441,105035.51152768474,450649.0528321534
2018-03-31,350068.38068939396,278682.5657708766,71385.8149185174,57454.36605532836,57329.23764810715,125.12840722121473,129787.8943587748,92945.38597996821,444365.2551235289
2018-06-30,345286.91924327123,275066.16758931166,70220.75165395954,75279.54382701007,69208.88984605786,6070.653980952207,117809.40671478912,101262.26340371872,437113.6063813517
2018-09-30,350925.0003752736,280781.6660420519,70143.33433322166,61395.42328074436,64178.19459624386,-2782.7713154995,114604.33095983537,104154.14219019361,422770.6124256597
2018-12-31,359296.08601569803,284628.0692457109,74668.0167699871,82785.89579128427,77490.65353382463,5295.242257459642,117758.50038140756,101197.13604230646,458643.3461460834
2019-03-31,349665.7035378486,278172.9568385944,71492.74669925419,52958.811323510046,56190.92629880058,-3232.114975290533,127669.3278478857,92624.78005048736,437669.062658757
2019-06-30,347952.1299692991,276529.92618805374,71422.20378124535,74401.85945083169,68645.42407424751,5756.435376584181,125043.97402102427,100879.22002639605,446518.74341475894
2019-09-30,355188.7243133016,283643.2108469628,71545.5134663388,55726.17682088067,65094.8706295439,-9368.693808663229,122530.45547601598,104737.2583798923,428708.09823030594
2019-12-31,361669.18829891714,286689.3822270053,74979.80607191184,79477.96691853323,80327.3588995404,-849.3919810071675,122214.99517377405,107187.22688841536,456174.9235028091
2020-03-31,351424.09263410326,280076.7958875498,71347.29674655346,61875.47523293893,57772.115156830725,4103.360076108205,112991.20035751066,97101.24484153102,429189.5233830218
2020-06-30,301476.05086936,238553.22157936025,62922.82928999974,68739.64689715035,60334.6052116993,8405.041685451055,97331.95375345417,78408.36175893147,389139.289761033
2020-09-30,330807.4474155492,264738.5224454335,66068.9249701157,59135.148624410824,60879.298665649505,-1744.1500412386813,100676.61877156448,86623.77616660528,403995.4386449192
2020-12-31,343048.36935938755,272357.86024752917,70690.50911185841,93788.94952805276,89822.89396938679,3966.0555586659757,105737.86942320067,99473.54071165963,443101.64759898133
2021-03-31,342923.2949715714,268287.7784262563,74635.51654531513,68638.7795989829,66171.92436598043,2466.8552330024686,97947.7040633342,92505.58276496494,417004.19586892356
